type,unit_id,current_try,q_0_age_answer,q_0_school_answer,q_0_taxes_answer,q_0_political_views_answer,q_0_consideration_answer,q_0_southern_border_answer,q_0_environment_answer,q_0_time_elapsed,q_1_farmers_question,q_1_farmers_value,q_1_time_elapsed,q_2_marks_question,q_2_marks_value,q_2_time_elapsed,q_3_athletics_question,q_3_athletics_value,q_3_time_elapsed,doc_index,doc_name,doc_statement,doc_claimant,doc_date,doc_originatedFrom,doc_ground_truth_value,doc_ground_truth_label,doc_truthfulness_value,doc_truthfulness_url,doc_accesses,doc_time_elapsed,distance
wrong_15,unit_54,1,26-35,Postgrad. or professional degree (etc.),"50,000 to less than 75,000",Conservative,Republican,Agree,Agree,20.27,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,33.62,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,9.14,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,52.76,3.0,true_doc10,Says of the coronavirus threatthere was not a single suggestion by anyone a doctor a scientist a political figure that we needed to cancel Mardi Grasâ,John Bel Edwards,5/4/2020,CNN interview,5.0,TRUE,2.0,https://sicem365.com/forums/7/topics/64970/last,1.0,90.8,3.0
wrong_15,unit_49,1,26-35,4 year college/bachelor degree,"30,000 to less than 40,000",Liberal,Republican,Agree,Agree,349.46,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,32.77,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,14.16,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,134.81,7.0,pants-on-fire_doc10,Italy arrested a doctorfor intentionally killing over 3000 coronavirus patientsâ,Bloggers,2020-31-03,Blog Post,0.0,pants-on-fire,5.0,https://www.reuters.com/article/uk-factcheck-coronavirus-italy-doctor-idUSKBN21L2Y9,1.0,56.15,5.0
wrong_15,unit_52,8,19-25,4 year college/bachelor degree,"40,000 to less than 50,000",Conservative,Democrat,Agree,Agree,30.94,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,14.15,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,4.57,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,4.22,0.0,pants-on-fire_doc1,If your child gets this virus their going to hospital alone in a van with people they donât knowâto be with people they donât knowâ you will be at home without them in their time of need,Facebook Post,2020-25-03,Viral Image,0.0,pants-on-fire,3.0,https://www.dictionary.com/browse/engine,1.0,,3.0
wrong_15,unit_52,8,19-25,4 year college/bachelor degree,"40,000 to less than 50,000",Conservative,Democrat,Agree,Agree,30.94,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,14.15,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,4.57,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,4.22,2.0,true_doc10,Says of the coronavirus threatthere was not a single suggestion by anyone a doctor a scientist a political figure that we needed to cancel Mardi Grasâ,John Bel Edwards,5/4/2020,CNN interview,5.0,TRUE,3.0,https://www.thesaurus.com/browse/justification,1.0,68.76,2.0
wrong_15,unit_46,1,26-35,4 year college/bachelor degree,"20,000 to less than 30,000",Liberal,Republican,Agree,Agree,111.39,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,80.38,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,116.08,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,94.08,3.0,pants-on-fire_doc10,Italy arrested a doctorfor intentionally killing over 3000 coronavirus patientsâ,Bloggers,2020-31-03,Blog Post,0.0,pants-on-fire,4.0,https://checkyourfact.com/2020/04/07/fact-check-italian-doctor-arrested-murdering-over-3000-coronavirus-patients/,1.0,391.49,4.0
wrong_15,unit_69,1,50-80,4 year college/bachelor degree,"40,000 to less than 50,000",Conservative,Republican,Agree,Agree,18.02,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,6.41,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,6.51,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,6.58,2.0,true_doc3,No city in the state can quarantine itself without state approval,Andrew Cuomo,2020-17-03,News Conference,5.0,TRUE,5.0,https://www.governor.ny.gov/,1.0,33.47,0.0
wrong_15,unit_25,1,36-50,4 year college/bachelor degree,"75,000 to less than 100,000",Very conservative,Democrat,Agree,Agree,23.79,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,13.26,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,31.98,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,17.3,0.0,pants-on-fire_doc2,We inherited a broken testâ for COVID19,Donald Trump,2020-30-03,"Interview on ""Fox and Friends""",0.0,pants-on-fire,3.0,https://twitter.com/realdonaldtrump,1.0,169.06,3.0
wrong_15,unit_25,1,36-50,4 year college/bachelor degree,"75,000 to less than 100,000",Very conservative,Democrat,Agree,Agree,23.79,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,13.26,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,31.98,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,17.3,3.0,false_doc8,Church services canât resume until weâre all vaccinated says Bill Gates,Bloggers,9/4/2020,Blog Post,1.0,FALSE,5.0,https://www.thefreedictionary.com/vaccinated,1.0,61.53,4.0
wrong_15,unit_57,1,26-35,Postgrad. or professional degree (etc.),"50,000 to less than 75,000",Moderate,Democrat,Agree,Agree,35.46,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,24.26,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,129.49,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,54.99,0.0,pants-on-fire_doc1,If your child gets this virus their going to hospital alone in a van with people they donât knowâto be with people they donât knowâ you will be at home without them in their time of need,Facebook Post,2020-25-03,Viral Image,0.0,pants-on-fire,4.0,https://www.peakprosperity.com/a-simple-way-to-combat-coronavirus-everyone-should-wear-a-mask/,1.0,1215.45,4.0
wrong_15,unit_57,1,26-35,Postgrad. or professional degree (etc.),"50,000 to less than 75,000",Moderate,Democrat,Agree,Agree,35.46,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,24.26,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,129.49,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,54.99,1.0,true_doc10,Says of the coronavirus threatthere was not a single suggestion by anyone a doctor a scientist a political figure that we needed to cancel Mardi Grasâ,John Bel Edwards,5/4/2020,CNN interview,5.0,TRUE,4.0,https://www.dailymail.co.uk/news/article-8189775/Louisiana-governor-claims-no-idea-New-Orleans-Mardi-Gras-trigger-coronavirus-outbreak.html,1.0,238.5,1.0
wrong_15,unit_38,1,36-50,High school graduate or GED (etc.),"40,000 to less than 50,000",Conservative,Republican,Agree,Agree,68.2,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,63.44,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,34.63,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,59.22,5.0,pants-on-fire_doc5,A post sayhair weave and lace fronts manufactured in China may contain the coronavirusâ,Bloggers,2020-26-02,Internet Posts,0.0,pants-on-fire,3.0,http://www.google.com/,1.0,64.02,3.0
wrong_15,unit_92,1,36-50,Some college (etc.),"10,000 to less than 20,000",Conservative,Republican,Agree,Agree,87.96,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,20.1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,48.28,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,22.78,0.0,pants-on-fire_doc6,A video says that the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus,Youtube Video,2020-29-02,Youtube Videos,0.0,pants-on-fire,5.0,https://www.snopes.com/fact-check/pope-francis-coronavirus/,1.0,350.68,5.0
wrong_15,unit_92,1,36-50,Some college (etc.),"10,000 to less than 20,000",Conservative,Republican,Agree,Agree,87.96,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,20.1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,48.28,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,22.78,5.0,false_doc5,Drinkingwater a lot and gargling with warm watersalt or vinegar eliminatesâ the coronavirus,Viral Image,2020-13-03,Viral Image,1.0,FALSE,1.0,https://www.snopes.com/fact-check/gargling-eliminate-coronavirus/,3.0,205.76,0.0
wrong_15,unit_15,2,50-80,"Postgrad. or professional schooling, no degree","40,000 to less than 50,000",Conservative,Republican,Agree,Agree,58.83,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,6.09,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,5.27,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,4.61,6.0,pants-on-fire_doc8,The government is closing businesses to stop the spread of coronavirus even though the numbers are nothing compared to H1N1 or Ebola Everyone needs to realize our government is up to something,Facebook User,2020-16-03,Facebook Post,0.0,pants-on-fire,5.0,https://www.facebook.com/help/804757836392387,2.0,97.17,5.0
wrong_15,unit_21,5,26-35,4 year college/bachelor degree,"30,000 to less than 40,000",Conservative,Republican,Disagree,Agree,407.55,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,20.11,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,3.45,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,51.35,2.0,false_doc8,Church services canât resume until weâre all vaccinated says Bill Gates,Bloggers,9/4/2020,Blog Post,1.0,FALSE,2.0,https://economictimes.indiatimes.com/news/defence/india-china-border-news-updates-china-says-galwan-valley-on-its-side-of-lac/liveblog/76474949.cms,1.0,42.5,1.0
wrong_15,unit_21,5,26-35,4 year college/bachelor degree,"30,000 to less than 40,000",Conservative,Republican,Disagree,Agree,407.55,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,20.11,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,3.45,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,51.35,4.0,pants-on-fire_doc2,We inherited a broken testâ for COVID19,Donald Trump,2020-30-03,"Interview on ""Fox and Friends""",0.0,pants-on-fire,2.0,https://www.cnn.com/2020/03/22/politics/fact-check-trump-coronavirus-false-claims-march/index.html,5.0,35.1,2.0
wrong_15,unit_85,1,36-50,Postgrad. or professional degree (etc.),"50,000 to less than 75,000",Conservative,Republican,Agree,Agree,41.05,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,34.64,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,10.08,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,7.35,0.0,false_doc1,Says COVID19 remains in the air for eight hours and that everyone is now required to wear maskseverywhereâ,Facebook Post,2020-28-03,Facebook Posts,1.0,FALSE,2.0,https://www.latimes.com/california/story/2020-07-25/covid-19-death-uber-lyft-drivers,1.0,662.31,1.0
wrong_15,unit_85,1,36-50,Postgrad. or professional degree (etc.),"50,000 to less than 75,000",Conservative,Republican,Agree,Agree,41.05,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,34.64,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,10.08,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,7.35,2.0,pants-on-fire_doc9,the US is developing anantivirusâ that includes a chip to track your movement,Facebook User,2020-16-03,Facebook Post,0.0,pants-on-fire,4.0,https://mediabiasfactcheck.com/2020/04/04/the-latest-fact-checks-from-the-international-fact-checking-network-ifcn-04-04-2020/,1.0,51.56,4.0
wrong_15,unit_90,1,26-35,4 year college/bachelor degree,"30,000 to less than 40,000",Liberal,Independent,Agree,Agree,26.28,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,73.3,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,47.79,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,58.13,4.0,false_doc5,Drinkingwater a lot and gargling with warm watersalt or vinegar eliminatesâ the coronavirus,Viral Image,2020-13-03,Viral Image,1.0,FALSE,4.0,https://www.civillitigationbrief.com/2020/04/11/more-on-the-new-statement-of-truth-can-you-change-the-wording/,1.0,682.39,3.0
wrong_15,unit_90,1,26-35,4 year college/bachelor degree,"30,000 to less than 40,000",Liberal,Independent,Agree,Agree,26.28,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,73.3,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,47.79,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,58.13,5.0,pants-on-fire_doc6,A video says that the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus,Youtube Video,2020-29-02,Youtube Videos,0.0,pants-on-fire,4.0,https://en.wikipedia.org/wiki/Truthfulness,1.0,74.42,4.0
wrong_15,unit_93,1,36-50,4 year college/bachelor degree,"100,000 to less than 150,000",Very conservative,Republican,Agree,Agree,30.26,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,15.3,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,9.91,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,12.3,3.0,false_doc5,Drinkingwater a lot and gargling with warm watersalt or vinegar eliminatesâ the coronavirus,Viral Image,2020-13-03,Viral Image,1.0,FALSE,0.0,https://en.wikipedia.org/wiki/Truth,1.0,46.22,1.0
wrong_15,unit_93,1,36-50,4 year college/bachelor degree,"100,000 to less than 150,000",Very conservative,Republican,Agree,Agree,30.26,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,15.3,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,9.91,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,12.3,6.0,pants-on-fire_doc6,A video says that the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus,Youtube Video,2020-29-02,Youtube Videos,0.0,pants-on-fire,0.0,http://www.englishteachermelanie.com/how-to-use-the-english-verb-like/,1.0,38.4,0.0
wrong_15,unit_87,1,26-35,4 year college/bachelor degree,"75,000 to less than 100,000",Liberal,Democrat,Disagree,Agree,31.28,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,12.38,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,17.1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,32.17,1.0,pants-on-fire_doc9,the US is developing anantivirusâ that includes a chip to track your movement,Facebook User,2020-16-03,Facebook Post,0.0,pants-on-fire,0.0,http://teyit.link/bZrzBrK,1.0,116.41,0.0
wrong_15,unit_87,1,26-35,4 year college/bachelor degree,"75,000 to less than 100,000",Liberal,Democrat,Disagree,Agree,31.28,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,12.38,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,17.1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,32.17,2.0,false_doc1,Says COVID19 remains in the air for eight hours and that everyone is now required to wear maskseverywhereâ,Facebook Post,2020-28-03,Facebook Posts,1.0,FALSE,3.0,https://www.foxnews.com/health/coronavirus-live-plastic-stainless-steel-for-up-to-3-days,1.0,102.48,2.0
wrong_15,unit_26,1,36-50,4 year college/bachelor degree,"20,000 to less than 30,000",Conservative,Independent,Agree,Agree,144.18,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,478.64,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,33.23,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,249.3,1.0,false_doc8,Church services canât resume until weâre all vaccinated says Bill Gates,Bloggers,9/4/2020,Blog Post,1.0,FALSE,5.0,https://en.wikipedia.org/wiki/Blogger_%28service%29,1.0,112.32,4.0
wrong_15,unit_26,1,36-50,4 year college/bachelor degree,"20,000 to less than 30,000",Conservative,Independent,Agree,Agree,144.18,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,478.64,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,33.23,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,249.3,5.0,pants-on-fire_doc2,We inherited a broken testâ for COVID19,Donald Trump,2020-30-03,"Interview on ""Fox and Friends""",0.0,pants-on-fire,5.0,https://shop.donaldjtrump.com/,1.0,35.04,5.0
wrong_15,unit_55,2,26-35,4 year college/bachelor degree,"30,000 to less than 40,000",Conservative,Democrat,Agree,Disagree,16.03,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,4.59,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,3.66,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,3.73,4.0,pants-on-fire_doc1,If your child gets this virus their going to hospital alone in a van with people they donât knowâto be with people they donât knowâ you will be at home without them in their time of need,Facebook Post,2020-25-03,Viral Image,0.0,pants-on-fire,2.0,https://www.factcheck.org/2020/05/facebook-posts-distort-facts-on-trump-actions/,2.0,35.89,2.0
wrong_15,unit_55,2,26-35,4 year college/bachelor degree,"30,000 to less than 40,000",Conservative,Democrat,Agree,Disagree,16.03,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,4.59,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,3.66,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,3.73,5.0,true_doc10,Says of the coronavirus threatthere was not a single suggestion by anyone a doctor a scientist a political figure that we needed to cancel Mardi Grasâ,John Bel Edwards,5/4/2020,CNN interview,5.0,TRUE,0.0,https://www.wbrz.com/news/gov-edwards-louisiana-schools-expected-to-open-on-time-in-august,2.0,33.16,5.0
wrong_15,unit_47,1,26-35,Postgrad. or professional degree (etc.),"20,000 to less than 30,000",Very conservative,Republican,Agree,Agree,33.32,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,63.3,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,123.18,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,85.75,7.0,pants-on-fire_doc10,Italy arrested a doctorfor intentionally killing over 3000 coronavirus patientsâ,Bloggers,2020-31-03,Blog Post,0.0,pants-on-fire,1.0,https://checkyourfact.com/2020/04/07/fact-check-italian-doctor-arrested-murdering-over-3000-coronavirus-patients/,1.0,149.51,1.0
wrong_15,unit_88,1,26-35,Postgrad. or professional degree (etc.),"40,000 to less than 50,000",Moderate,Democrat,Agree,Agree,171.49,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,400.58,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,380.23,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,35.5,1.0,false_doc1,Says COVID19 remains in the air for eight hours and that everyone is now required to wear maskseverywhereï½,Facebook Post,2020-28-03,Facebook Posts,1.0,FALSE,5.0,https://www.dictionary.com/browse/true,1.0,31.9,4.0
wrong_15,unit_88,1,26-35,Postgrad. or professional degree (etc.),"40,000 to less than 50,000",Moderate,Democrat,Agree,Agree,171.49,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,400.58,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,380.23,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,35.5,2.0,pants-on-fire_doc9,the US is developing anantivirusï½ that includes a chip to track your movement,Facebook User,2020-16-03,Facebook Post,0.0,pants-on-fire,3.0,https://www.thesaurus.com/browse/half%20truth,1.0,81.86,3.0
wrong_15,unit_94,1,26-35,4 year college/bachelor degree,"75,000 to less than 100,000",Moderate,Republican,Agree,Agree,42.48,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,30.95,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,25.22,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,55.73,1.0,false_doc5,Drinkingwater a lot and gargling with warm watersalt or vinegar eliminatesâ the coronavirus,Viral Image,2020-13-03,Viral Image,1.0,FALSE,2.0,https://rappler.com/newsbreak/fact-check/254504-gargling-salt-water-eliminates-coronavirus,1.0,146.05,1.0
wrong_15,unit_94,1,26-35,4 year college/bachelor degree,"75,000 to less than 100,000",Moderate,Republican,Agree,Agree,42.48,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,30.95,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,25.22,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,55.73,4.0,pants-on-fire_doc6,A video says that the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus,Youtube Video,2020-29-02,Youtube Videos,0.0,pants-on-fire,1.0,https://www.rappler.com/newsbreak/fact-check/253181-vatican-confirms-pope-francis-tested-positive-novel-coronavirus,1.0,91.11,1.0
wrong_15,unit_61,1,50-80,Postgrad. or professional degree (etc.),"20,000 to less than 30,000",Moderate,Independent,Disagree,Agree,28.46,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,10.95,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,22.58,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,17.64,6.0,true_doc3,No city in the state can quarantine itself without state approval,Andrew Cuomo,2020-17-03,News Conference,5.0,TRUE,4.0,https://nypost.com/2020/03/17/cuomo-de-blasio-clash-over-possible-shelter-in-place-system-for-nyc/,1.0,72.2,1.0
wrong_15,unit_77,2,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Conservative,Republican,Agree,Agree,110.62,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,98.29,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,126.67,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,193.51,2.0,pants-on-fire_doc7,This particular pandemic is one where I donât think nationwide thereâs been a single fatality under 25,Ron Desantis,9/4/2020,Meeting,0.0,pants-on-fire,5.0,https://www.yesnetwork.com/,1.0,147.68,5.0
wrong_15,unit_68,1,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Conservative,Democrat,Agree,Agree,18.85,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,8.14,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,5.43,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,3.14,0.0,true_doc3,No city in the state can quarantine itself without state approval,Andrew Cuomo,2020-17-03,News Conference,5.0,TRUE,3.0,https://www.foxnews.com/politics/cuomo-ny-has-been-bailing-out-states-for-decades,1.0,37.4,2.0
wrong_15,unit_13,3,26-35,4 year college/bachelor degree,"40,000 to less than 50,000",Conservative,Democrat,Agree,Agree,140.72,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,3.59,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,3.46,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,8.13,4.0,pants-on-fire_doc8,The government is closing businesses to stop the spread of coronavirus even though the numbers are nothing compared to H1N1 or Ebola Everyone needs to realize our government is up to something,Facebook User,2020-16-03,Facebook Post,0.0,pants-on-fire,2.0,https://www.dictionary.com/browse/happy,3.0,24.33,2.0
wrong_15,unit_74,10,26-35,Some college (etc.),"40,000 to less than 50,000",Moderate,Republican,Agree,Agree,16.29,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,3.94,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,4.81,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,3.87,3.0,pants-on-fire_doc7,This particular pandemic is one where I donât think nationwide thereâs been a single fatality under 25,Ron Desantis,9/4/2020,Meeting,0.0,pants-on-fire,5.0,https://www.baynews9.com/fl/tampa/news/2020/05/18/desantis-disputes-that-florida-is-failing-to-pay-valid-unemployment-benefits-claims,1.0,109.72,5.0
wrong_15,unit_64,4,36-50,Some college (etc.),"40,000 to less than 50,000",Very conservative,Democrat,Agree,Agree,113.81,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,7.92,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,3.07,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,4.43,6.0,true_doc3,No city in the state can quarantine itself without state approval,Andrew Cuomo,2020-17-03,News Conference,5.0,TRUE,5.0,https://nypost.com/2020/03/17/cuomo-de-blasio-clash-over-possible-shelter-in-place-system-for-nyc/,4.0,70.41,0.0
wrong_15,unit_3,1,50-80,4 year college/bachelor degree,"50,000 to less than 75,000",Conservative,Republican,Agree,Agree,32.17,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,43.41,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,35.5,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,73.26,5.0,false_doc3,Slices of lemon in a cup of hot water can save your life The hot lemon can kill the proliferation ofâ the novel coronavirus,Facebook Post,2020-23-03,Chain Message,1.0,FALSE,4.0,https://www.lifehack.org/articles/lifestyle/11-benefits-lemon-water-you-didnt-know-about.html,1.0,113.77,3.0
