file,type,value,rate
correct_false_all,doc_overall-truthfulness_url,lovebrainyquote.com,0.01818181818181818
correct_false_all,doc_overall-truthfulness_url,madison.com,0.01818181818181818
correct_false_all,doc_overall-truthfulness_url,news.yahoo.com,0.01818181818181818
correct_false_all,doc_overall-truthfulness_url,votesmart.org,0.01818181818181818
correct_false_all,doc_overall-truthfulness_url,wisdems.org,0.01818181818181818
correct_false_all,doc_overall-truthfulness_url,www.anao.gov.au,0.01818181818181818
correct_false_all,doc_overall-truthfulness_url,www.asrc.org.au,0.01818181818181818
correct_false_all,doc_overall-truthfulness_url,www.atr.org,0.01818181818181818
correct_false_all,doc_overall-truthfulness_url,www.bizjournals.com,0.01818181818181818
correct_false_all,doc_overall-truthfulness_url,www.engadget.com,0.01818181818181818
correct_false_all,doc_overall-truthfulness_url,www.factcheck.org,0.09090909090909091
correct_false_all,doc_overall-truthfulness_url,www.forbes.com,0.01818181818181818
correct_false_all,doc_overall-truthfulness_url,www.huffpost.com,0.03636363636363636
correct_false_all,doc_overall-truthfulness_url,www.itwire.com,0.01818181818181818
correct_false_all,doc_overall-truthfulness_url,www.jettheworld.com,0.01818181818181818
correct_false_all,doc_overall-truthfulness_url,www.pilotonline.com,0.01818181818181818
correct_false_all,doc_overall-truthfulness_url,www.ratemyprofessors.com,0.01818181818181818
correct_false_all,doc_overall-truthfulness_url,www.smh.com.au,0.01818181818181818
correct_false_all,doc_overall-truthfulness_url,www.snopes.com,0.01818181818181818
correct_false_all,doc_overall-truthfulness_url,www.statesman.com,0.01818181818181818
correct_false_all,doc_overall-truthfulness_url,www.tampabay.com,0.01818181818181818
correct_false_all,doc_overall-truthfulness_url,www.thefifthestate.com.au,0.01818181818181818
correct_false_all,doc_overall-truthfulness_url,www.theguardian.com,0.03636363636363636
correct_false_all,doc_overall-truthfulness_url,www.washingtonpost.com,0.05454545454545454
correct_false_all,doc_overall-truthfulness_url,www.washingtontimes.com,0.01818181818181818
correct_false_all,doc_overall-truthfulness_url,www.wifrw.org,0.01818181818181818
correct_false_all,doc_overall-truthfulness_url,www.youtube.com,0.23636363636363636
correct_false_politifact,doc_overall-truthfulness_url,archive.jsonline.com,0.03571428571428571
correct_false_politifact,doc_overall-truthfulness_url,dailycaller.com,0.07142857142857142
correct_false_politifact,doc_overall-truthfulness_url,lovebrainyquote.com,0.03571428571428571
correct_false_politifact,doc_overall-truthfulness_url,madison.com,0.03571428571428571
correct_false_politifact,doc_overall-truthfulness_url,news.yahoo.com,0.03571428571428571
correct_false_politifact,doc_overall-truthfulness_url,votesmart.org,0.03571428571428571
correct_false_politifact,doc_overall-truthfulness_url,wisdems.org,0.03571428571428571
correct_false_politifact,doc_overall-truthfulness_url,www.atr.org,0.03571428571428571
correct_false_politifact,doc_overall-truthfulness_url,www.engadget.com,0.03571428571428571
correct_false_politifact,doc_overall-truthfulness_url,www.factcheck.org,0.17857142857142858
correct_false_politifact,doc_overall-truthfulness_url,www.forbes.com,0.03571428571428571
correct_false_politifact,doc_overall-truthfulness_url,www.huffpost.com,0.07142857142857142
correct_false_politifact,doc_overall-truthfulness_url,www.pilotonline.com,0.03571428571428571
correct_false_politifact,doc_overall-truthfulness_url,www.snopes.com,0.03571428571428571
correct_false_politifact,doc_overall-truthfulness_url,www.statesman.com,0.03571428571428571
correct_false_politifact,doc_overall-truthfulness_url,www.tampabay.com,0.03571428571428571
correct_false_politifact,doc_overall-truthfulness_url,www.washingtonpost.com,0.10714285714285714
correct_false_politifact,doc_overall-truthfulness_url,www.washingtontimes.com,0.03571428571428571
correct_false_politifact,doc_overall-truthfulness_url,www.wifrw.org,0.03571428571428571
correct_false_politifact,doc_overall-truthfulness_url,www.youtube.com,0.03571428571428571
correct_true_abc,doc_overall-truthfulness_url,7news.com.au,0.020833333333333332
correct_true_abc,doc_overall-truthfulness_url,blog.epaysystems.com,0.020833333333333332
correct_true_abc,doc_overall-truthfulness_url,d3n8a8pro7vhmx.cloudfront.net,0.020833333333333332
correct_true_abc,doc_overall-truthfulness_url,en.wikipedia.org,0.125
correct_true_abc,doc_overall-truthfulness_url,farmers.org.au,0.020833333333333332
correct_true_abc,doc_overall-truthfulness_url,groups.google.com,0.020833333333333332
correct_true_abc,doc_overall-truthfulness_url,kevinrudd.com,0.020833333333333332
correct_true_abc,doc_overall-truthfulness_url,news.yahoo.com,0.020833333333333332
correct_true_abc,doc_overall-truthfulness_url,theconversation.com,0.020833333333333332
correct_true_abc,doc_overall-truthfulness_url,www.afr.com,0.020833333333333332
correct_true_abc,doc_overall-truthfulness_url,www.amazon.com,0.020833333333333332
correct_true_abc,doc_overall-truthfulness_url,www.aph.gov.au,0.020833333333333332
correct_true_abc,doc_overall-truthfulness_url,www.channel4.com,0.020833333333333332
correct_true_abc,doc_overall-truthfulness_url,www.christianpost.com,0.020833333333333332
correct_true_abc,doc_overall-truthfulness_url,www.dw.com,0.041666666666666664
correct_true_abc,doc_overall-truthfulness_url,www.fool.com,0.020833333333333332
correct_true_abc,doc_overall-truthfulness_url,www.huffingtonpost.com.au,0.020833333333333332
correct_true_abc,doc_overall-truthfulness_url,www.longpaddock.qld.gov.au,0.020833333333333332
correct_true_abc,doc_overall-truthfulness_url,www.news.com.au,0.020833333333333332
correct_true_abc,doc_overall-truthfulness_url,www.qgso.qld.gov.au,0.020833333333333332
correct_true_abc,doc_overall-truthfulness_url,www.reddit.com,0.020833333333333332
correct_true_abc,doc_overall-truthfulness_url,www.reuters.com,0.020833333333333332
correct_true_abc,doc_overall-truthfulness_url,www.smh.com.au,0.020833333333333332
correct_true_abc,doc_overall-truthfulness_url,www.tai.org.au,0.020833333333333332
correct_true_abc,doc_overall-truthfulness_url,www.telegraph.co.uk,0.020833333333333332
correct_true_abc,doc_overall-truthfulness_url,www.theguardian.com,0.10416666666666667
correct_true_abc,doc_overall-truthfulness_url,www.un.org,0.020833333333333332
correct_true_abc,doc_overall-truthfulness_url,www.yourlifechoices.com.au,0.020833333333333332
correct_true_abc,doc_overall-truthfulness_url,www.youtube.com,0.20833333333333334
correct_true_all,doc_overall-truthfulness_url,7news.com.au,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,blog.enplug.com,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,blog.epaysystems.com,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,boe.cuyahogacounty.us,0.019230769230769232
correct_true_all,doc_overall-truthfulness_url,d3n8a8pro7vhmx.cloudfront.net,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,en.wikipedia.org,0.10576923076923077
correct_true_all,doc_overall-truthfulness_url,farmers.org.au,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,groups.google.com,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,illinois4huckabee.blogspot.com,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,kevinrudd.com,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,news.yahoo.com,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,obamawhitehouse.archives.gov,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,patterico.com,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,politicalticker.blogs.cnn.com,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,skeptics.stackexchange.com,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,supreme.justia.com,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,theconversation.com,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.afr.com,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.amazon.com,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.aph.gov.au,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.at40.com,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.bestsyndication.com,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.blueoregon.com,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.c-span.org,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.cdc.gov,0.028846153846153848
correct_true_all,doc_overall-truthfulness_url,www.channel4.com,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.christianpost.com,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.cleveland.com,0.08653846153846154
correct_true_all,doc_overall-truthfulness_url,www.cnsnews.com,0.019230769230769232
correct_true_all,doc_overall-truthfulness_url,www.commondreams.org,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.development.ohio.gov,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.dw.com,0.019230769230769232
correct_true_all,doc_overall-truthfulness_url,www.fool.com,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.foxnews.com,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.gray-robinson.com,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.hhs.gov,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.huffingtonpost.com.au,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.imdb.com,0.019230769230769232
correct_true_all,doc_overall-truthfulness_url,www.longpaddock.qld.gov.au,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.myfloridahouse.gov,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.news.com.au,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.nytimes.com,0.019230769230769232
correct_true_all,doc_overall-truthfulness_url,www.oregonlive.com,0.019230769230769232
correct_true_all,doc_overall-truthfulness_url,www.qgso.qld.gov.au,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.reddit.com,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.researchgate.net,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.reuters.com,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.smh.com.au,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.supremecourt.ohio.gov,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.tai.org.au,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.telegraph.co.uk,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.thebalance.com,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.theguardian.com,0.04807692307692308
correct_true_all,doc_overall-truthfulness_url,www.todayifoundout.com,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.un.org,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.upi.com,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.varetire.org,0.019230769230769232
correct_true_all,doc_overall-truthfulness_url,www.washingtonpost.com,0.019230769230769232
correct_true_all,doc_overall-truthfulness_url,www.worldstopexports.com,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.yourlifechoices.com.au,0.009615384615384616
correct_true_all,doc_overall-truthfulness_url,www.youtube.com,0.11538461538461539
correct_true_politifact,doc_overall-truthfulness_url,blog.enplug.com,0.017857142857142856
correct_true_politifact,doc_overall-truthfulness_url,boe.cuyahogacounty.us,0.03571428571428571
correct_true_politifact,doc_overall-truthfulness_url,en.wikipedia.org,0.08928571428571429
correct_true_politifact,doc_overall-truthfulness_url,illinois4huckabee.blogspot.com,0.017857142857142856
correct_true_politifact,doc_overall-truthfulness_url,obamawhitehouse.archives.gov,0.017857142857142856
correct_true_politifact,doc_overall-truthfulness_url,patterico.com,0.017857142857142856
correct_true_politifact,doc_overall-truthfulness_url,politicalticker.blogs.cnn.com,0.017857142857142856
correct_true_politifact,doc_overall-truthfulness_url,skeptics.stackexchange.com,0.017857142857142856
correct_true_politifact,doc_overall-truthfulness_url,supreme.justia.com,0.017857142857142856
correct_true_politifact,doc_overall-truthfulness_url,www.at40.com,0.017857142857142856
correct_true_politifact,doc_overall-truthfulness_url,www.bestsyndication.com,0.017857142857142856
correct_true_politifact,doc_overall-truthfulness_url,www.blueoregon.com,0.017857142857142856
correct_true_politifact,doc_overall-truthfulness_url,www.c-span.org,0.017857142857142856
correct_true_politifact,doc_overall-truthfulness_url,www.cdc.gov,0.05357142857142857
correct_true_politifact,doc_overall-truthfulness_url,www.cleveland.com,0.16071428571428573
correct_true_politifact,doc_overall-truthfulness_url,www.cnsnews.com,0.03571428571428571
correct_true_politifact,doc_overall-truthfulness_url,www.commondreams.org,0.017857142857142856
correct_true_politifact,doc_overall-truthfulness_url,www.development.ohio.gov,0.017857142857142856
correct_true_politifact,doc_overall-truthfulness_url,www.foxnews.com,0.017857142857142856
correct_true_politifact,doc_overall-truthfulness_url,www.gray-robinson.com,0.017857142857142856
correct_true_politifact,doc_overall-truthfulness_url,www.hhs.gov,0.017857142857142856
correct_true_politifact,doc_overall-truthfulness_url,www.imdb.com,0.03571428571428571
correct_true_politifact,doc_overall-truthfulness_url,www.myfloridahouse.gov,0.017857142857142856
correct_true_politifact,doc_overall-truthfulness_url,www.nytimes.com,0.03571428571428571
correct_true_politifact,doc_overall-truthfulness_url,www.oregonlive.com,0.03571428571428571
correct_true_politifact,doc_overall-truthfulness_url,www.researchgate.net,0.017857142857142856
correct_true_politifact,doc_overall-truthfulness_url,www.supremecourt.ohio.gov,0.017857142857142856
correct_true_politifact,doc_overall-truthfulness_url,www.thebalance.com,0.017857142857142856
correct_true_politifact,doc_overall-truthfulness_url,www.todayifoundout.com,0.017857142857142856
correct_true_politifact,doc_overall-truthfulness_url,www.upi.com,0.017857142857142856
correct_true_politifact,doc_overall-truthfulness_url,www.varetire.org,0.03571428571428571
correct_true_politifact,doc_overall-truthfulness_url,www.washingtonpost.com,0.03571428571428571
correct_true_politifact,doc_overall-truthfulness_url,www.worldstopexports.com,0.017857142857142856
correct_true_politifact,doc_overall-truthfulness_url,www.youtube.com,0.03571428571428571
wrong_false_abc,doc_overall-truthfulness_url,apo.org.au,0.08333333333333333
wrong_false_abc,doc_overall-truthfulness_url,community.ebay.com.au,0.027777777777777776
wrong_false_abc,doc_overall-truthfulness_url,en.wikipedia.org,0.1388888888888889
wrong_false_abc,doc_overall-truthfulness_url,enacademic.com,0.027777777777777776
wrong_false_abc,doc_overall-truthfulness_url,forums.whirlpool.net.au,0.027777777777777776
wrong_false_abc,doc_overall-truthfulness_url,kevinrudd.com,0.05555555555555555
wrong_false_abc,doc_overall-truthfulness_url,obamawhitehouse.archives.gov,0.027777777777777776
wrong_false_abc,doc_overall-truthfulness_url,quizlet.com,0.027777777777777776
wrong_false_abc,doc_overall-truthfulness_url,theconversation.com,0.027777777777777776
wrong_false_abc,doc_overall-truthfulness_url,thenewdaily.com.au,0.027777777777777776
wrong_false_abc,doc_overall-truthfulness_url,www.gaadi.com,0.027777777777777776
wrong_false_abc,doc_overall-truthfulness_url,www.huntfilmwork.com,0.027777777777777776
wrong_false_abc,doc_overall-truthfulness_url,www.msn.com,0.027777777777777776
wrong_false_abc,doc_overall-truthfulness_url,www.mylife.com,0.027777777777777776
wrong_false_abc,doc_overall-truthfulness_url,www.news.com.au,0.08333333333333333
wrong_false_abc,doc_overall-truthfulness_url,www.nsw.gov.au,0.027777777777777776
wrong_false_abc,doc_overall-truthfulness_url,www.nytimes.com,0.027777777777777776
wrong_false_abc,doc_overall-truthfulness_url,www.smh.com.au,0.05555555555555555
wrong_false_abc,doc_overall-truthfulness_url,www.thefifthestate.com.au,0.027777777777777776
wrong_false_abc,doc_overall-truthfulness_url,www.theguardian.com,0.08333333333333333
wrong_false_abc,doc_overall-truthfulness_url,www.wtvq.com,0.027777777777777776
wrong_false_abc,doc_overall-truthfulness_url,www.youtube.com,0.08333333333333333
wrong_false_all,doc_overall-truthfulness_url,apo.org.au,0.045454545454545456
wrong_false_all,doc_overall-truthfulness_url,community.ebay.com.au,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,dailycaller.com,0.030303030303030304
wrong_false_all,doc_overall-truthfulness_url,en.wikipedia.org,0.16666666666666666
wrong_false_all,doc_overall-truthfulness_url,enacademic.com,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,forums.whirlpool.net.au,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,history.house.gov,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,kevinrudd.com,0.030303030303030304
wrong_false_all,doc_overall-truthfulness_url,menrec.com,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,nymag.com,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,obamawhitehouse.archives.gov,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,pilotonline.com,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,quizlet.com,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,swampland.time.com,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,theconversation.com,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,thenewdaily.com.au,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,www.benefits.va.gov,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,www.bestbuy.com,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,www.cbpp.org,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,www.cbsnews.com,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,www.factcheck.org,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,www.fns.usda.gov,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,www.gaadi.com,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,www.golocalprov.com,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,www.huntfilmwork.com,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,www.msn.com,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,www.mylife.com,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,www.news.com.au,0.045454545454545456
wrong_false_all,doc_overall-truthfulness_url,www.newser.com,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,www.noredink.com,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,www.northjersey.com,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,www.nsw.gov.au,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,www.nytimes.com,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,www.quora.com,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,www.republicanviews.org,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,www.rev.com,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,www.rga.org,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,www.sherrodbrown.com,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,www.smh.com.au,0.030303030303030304
wrong_false_all,doc_overall-truthfulness_url,www.thefifthestate.com.au,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,www.theguardian.com,0.045454545454545456
wrong_false_all,doc_overall-truthfulness_url,www.washingtonpost.com,0.030303030303030304
wrong_false_all,doc_overall-truthfulness_url,www.wtvq.com,0.015151515151515152
wrong_false_all,doc_overall-truthfulness_url,www.youtube.com,0.045454545454545456
wrong_false_politifact,doc_overall-truthfulness_url,dailycaller.com,0.06666666666666667
wrong_false_politifact,doc_overall-truthfulness_url,en.wikipedia.org,0.2
wrong_false_politifact,doc_overall-truthfulness_url,history.house.gov,0.03333333333333333
wrong_false_politifact,doc_overall-truthfulness_url,menrec.com,0.03333333333333333
wrong_false_politifact,doc_overall-truthfulness_url,nymag.com,0.03333333333333333
wrong_false_politifact,doc_overall-truthfulness_url,pilotonline.com,0.03333333333333333
wrong_false_politifact,doc_overall-truthfulness_url,swampland.time.com,0.03333333333333333
wrong_false_politifact,doc_overall-truthfulness_url,www.benefits.va.gov,0.03333333333333333
wrong_false_politifact,doc_overall-truthfulness_url,www.bestbuy.com,0.03333333333333333
wrong_false_politifact,doc_overall-truthfulness_url,www.cbpp.org,0.03333333333333333
wrong_false_politifact,doc_overall-truthfulness_url,www.cbsnews.com,0.03333333333333333
wrong_false_politifact,doc_overall-truthfulness_url,www.factcheck.org,0.03333333333333333
wrong_false_politifact,doc_overall-truthfulness_url,www.fns.usda.gov,0.03333333333333333
wrong_false_politifact,doc_overall-truthfulness_url,www.golocalprov.com,0.03333333333333333
wrong_false_politifact,doc_overall-truthfulness_url,www.newser.com,0.03333333333333333
wrong_false_politifact,doc_overall-truthfulness_url,www.noredink.com,0.03333333333333333
wrong_false_politifact,doc_overall-truthfulness_url,www.northjersey.com,0.03333333333333333
wrong_false_politifact,doc_overall-truthfulness_url,www.quora.com,0.03333333333333333
wrong_false_politifact,doc_overall-truthfulness_url,www.republicanviews.org,0.03333333333333333
wrong_false_politifact,doc_overall-truthfulness_url,www.rev.com,0.03333333333333333
wrong_false_politifact,doc_overall-truthfulness_url,www.rga.org,0.03333333333333333
wrong_false_politifact,doc_overall-truthfulness_url,www.sherrodbrown.com,0.03333333333333333
wrong_false_politifact,doc_overall-truthfulness_url,www.washingtonpost.com,0.06666666666666667
wrong_true_abc,doc_overall-truthfulness_url,en.wikipedia.org,0.2
wrong_true_abc,doc_overall-truthfulness_url,www.channel4.com,0.1
wrong_true_abc,doc_overall-truthfulness_url,www.foreignaffairs.com,0.1
wrong_true_abc,doc_overall-truthfulness_url,www.nbcnews.com,0.1
wrong_true_abc,doc_overall-truthfulness_url,www.news.com.au,0.1
wrong_true_abc,doc_overall-truthfulness_url,www.reuters.com,0.1
wrong_true_abc,doc_overall-truthfulness_url,www.tai.org.au,0.1
wrong_true_abc,doc_overall-truthfulness_url,www.theguardian.com,0.1
wrong_true_abc,doc_overall-truthfulness_url,www.wklaw.com,0.1
wrong_true_all,doc_overall-truthfulness_url,budget.lis.virginia.gov,0.05555555555555555
wrong_true_all,doc_overall-truthfulness_url,en.wikipedia.org,0.16666666666666666
wrong_true_all,doc_overall-truthfulness_url,money.cnn.com,0.05555555555555555
wrong_true_all,doc_overall-truthfulness_url,mustreadalaska.com,0.05555555555555555
wrong_true_all,doc_overall-truthfulness_url,www.channel4.com,0.05555555555555555
wrong_true_all,doc_overall-truthfulness_url,www.facebook.com,0.05555555555555555
wrong_true_all,doc_overall-truthfulness_url,www.foreignaffairs.com,0.05555555555555555
wrong_true_all,doc_overall-truthfulness_url,www.gray-robinson.com,0.05555555555555555
wrong_true_all,doc_overall-truthfulness_url,www.nbcnews.com,0.05555555555555555
wrong_true_all,doc_overall-truthfulness_url,www.news.com.au,0.05555555555555555
wrong_true_all,doc_overall-truthfulness_url,www.politico.com,0.05555555555555555
wrong_true_all,doc_overall-truthfulness_url,www.reuters.com,0.05555555555555555
wrong_true_all,doc_overall-truthfulness_url,www.supremecourt.ohio.gov,0.05555555555555555
wrong_true_all,doc_overall-truthfulness_url,www.tai.org.au,0.05555555555555555
wrong_true_all,doc_overall-truthfulness_url,www.theguardian.com,0.05555555555555555
wrong_true_all,doc_overall-truthfulness_url,www.wklaw.com,0.05555555555555555
wrong_true_politifact,doc_overall-truthfulness_url,budget.lis.virginia.gov,0.125
wrong_true_politifact,doc_overall-truthfulness_url,en.wikipedia.org,0.125
wrong_true_politifact,doc_overall-truthfulness_url,money.cnn.com,0.125
wrong_true_politifact,doc_overall-truthfulness_url,mustreadalaska.com,0.125
wrong_true_politifact,doc_overall-truthfulness_url,www.facebook.com,0.125
wrong_true_politifact,doc_overall-truthfulness_url,www.gray-robinson.com,0.125
wrong_true_politifact,doc_overall-truthfulness_url,www.politico.com,0.125
wrong_true_politifact,doc_overall-truthfulness_url,www.supremecourt.ohio.gov,0.125
correct_false_abc,unit_id,unit_100,0.037037037037037035
correct_false_abc,unit_id,unit_104,0.037037037037037035
correct_false_abc,unit_id,unit_110,0.037037037037037035
correct_false_abc,unit_id,unit_114,0.037037037037037035
correct_false_abc,unit_id,unit_125,0.037037037037037035
correct_false_abc,unit_id,unit_132,0.037037037037037035
correct_false_abc,unit_id,unit_134,0.037037037037037035
correct_false_abc,unit_id,unit_136,0.037037037037037035
correct_false_abc,unit_id,unit_139,0.037037037037037035
correct_false_abc,unit_id,unit_141,0.037037037037037035
correct_false_abc,unit_id,unit_155,0.037037037037037035
correct_false_abc,unit_id,unit_172,0.037037037037037035
correct_false_abc,unit_id,unit_177,0.037037037037037035
correct_false_abc,unit_id,unit_179,0.037037037037037035
correct_false_abc,unit_id,unit_189,0.037037037037037035
correct_false_abc,unit_id,unit_28,0.037037037037037035
correct_false_abc,unit_id,unit_36,0.037037037037037035
correct_false_abc,unit_id,unit_41,0.037037037037037035
correct_false_abc,unit_id,unit_46,0.037037037037037035
correct_false_abc,unit_id,unit_53,0.037037037037037035
correct_false_abc,unit_id,unit_60,0.037037037037037035
correct_false_abc,unit_id,unit_61,0.037037037037037035
correct_false_abc,unit_id,unit_66,0.037037037037037035
correct_false_abc,unit_id,unit_68,0.037037037037037035
correct_false_abc,unit_id,unit_71,0.037037037037037035
correct_false_abc,unit_id,unit_77,0.037037037037037035
correct_false_abc,unit_id,unit_92,0.037037037037037035
correct_false_all,unit_id,unit_0,0.01818181818181818
correct_false_all,unit_id,unit_1,0.01818181818181818
correct_false_all,unit_id,unit_100,0.01818181818181818
correct_false_all,unit_id,unit_101,0.01818181818181818
correct_false_all,unit_id,unit_104,0.01818181818181818
correct_false_all,unit_id,unit_106,0.01818181818181818
correct_false_all,unit_id,unit_11,0.01818181818181818
correct_false_all,unit_id,unit_110,0.03636363636363636
correct_false_all,unit_id,unit_112,0.01818181818181818
correct_false_all,unit_id,unit_114,0.01818181818181818
correct_false_all,unit_id,unit_116,0.01818181818181818
correct_false_all,unit_id,unit_117,0.01818181818181818
correct_false_all,unit_id,unit_125,0.01818181818181818
correct_false_all,unit_id,unit_132,0.03636363636363636
correct_false_all,unit_id,unit_134,0.03636363636363636
correct_false_all,unit_id,unit_136,0.01818181818181818
correct_false_all,unit_id,unit_139,0.01818181818181818
correct_false_all,unit_id,unit_141,0.01818181818181818
correct_false_all,unit_id,unit_155,0.01818181818181818
correct_false_all,unit_id,unit_160,0.01818181818181818
correct_false_all,unit_id,unit_167,0.01818181818181818
correct_false_all,unit_id,unit_169,0.01818181818181818
correct_false_all,unit_id,unit_17,0.01818181818181818
correct_false_all,unit_id,unit_172,0.01818181818181818
correct_false_all,unit_id,unit_177,0.03636363636363636
correct_false_all,unit_id,unit_179,0.01818181818181818
correct_false_all,unit_id,unit_18,0.01818181818181818
correct_false_all,unit_id,unit_189,0.01818181818181818
correct_false_all,unit_id,unit_28,0.03636363636363636
correct_false_all,unit_id,unit_35,0.01818181818181818
correct_false_all,unit_id,unit_36,0.01818181818181818
correct_false_all,unit_id,unit_41,0.03636363636363636
correct_false_all,unit_id,unit_46,0.03636363636363636
correct_false_all,unit_id,unit_47,0.01818181818181818
correct_false_all,unit_id,unit_53,0.01818181818181818
correct_false_all,unit_id,unit_58,0.01818181818181818
correct_false_all,unit_id,unit_60,0.01818181818181818
correct_false_all,unit_id,unit_61,0.01818181818181818
correct_false_all,unit_id,unit_66,0.01818181818181818
correct_false_all,unit_id,unit_67,0.01818181818181818
correct_false_all,unit_id,unit_68,0.01818181818181818
correct_false_all,unit_id,unit_7,0.01818181818181818
correct_false_all,unit_id,unit_71,0.01818181818181818
correct_false_all,unit_id,unit_74,0.01818181818181818
correct_false_all,unit_id,unit_77,0.01818181818181818
correct_false_all,unit_id,unit_92,0.03636363636363636
correct_false_all,unit_id,unit_96,0.01818181818181818
correct_false_politifact,unit_id,unit_0,0.03571428571428571
correct_false_politifact,unit_id,unit_1,0.03571428571428571
correct_false_politifact,unit_id,unit_101,0.03571428571428571
correct_false_politifact,unit_id,unit_106,0.03571428571428571
correct_false_politifact,unit_id,unit_11,0.03571428571428571
correct_false_politifact,unit_id,unit_110,0.03571428571428571
correct_false_politifact,unit_id,unit_112,0.03571428571428571
